clean_acc,fgsm_Linf_acc0_1,fgsm_Linf_acc0_5,fgsm_Linf_acc1_0,fgsm_Linf_acc2_0,fgsm_Linf_acc3_0,fgsm_Linf_acc4_0,fgsm_Linf_acc5_0,fgsm_Linf_acc6_0,fgsm_Linf_acc7_0,fgsm_Linf_acc8_0,fgsm_Linf_acc255_0,pgd_Linf_acc0_1,pgd_Linf_acc0_5,pgd_Linf_acc1_0,pgd_Linf_acc2_0,pgd_Linf_acc3_0,pgd_Linf_acc4_0,pgd_Linf_acc8_0,aa_apgd_ce_Linf_acc0_1,aa_apgd_ce_Linf_acc0_5,aa_apgd_ce_Linf_acc1_0,aa_apgd_ce_Linf_acc2_0,aa_apgd_ce_Linf_acc3_0,aa_apgd_ce_Linf_acc4_0,aa_apgd_ce_Linf_acc8_0,aa_square_Linf_acc0_1,aa_square_Linf_acc0_5,aa_square_Linf_acc1_0,aa_square_Linf_acc2_0,aa_square_Linf_acc3_0,aa_square_Linf_acc4_0,aa_square_Linf_acc8_0
0.649,0.552,0.279,0.136,0.059,0.042,0.035,0.03,0.03,0.029,0.027,0.013,0.56,0.255,0.07,0.005,0.0,0.0,0.0,0.547,0.19,0.03,0.0,0.0,0.0,0.0,0.622,0.451,0.276,0.091,0.034,0.013,0.002
0.688,0.558,0.264,0.151,0.098,0.082,0.075,0.068,0.064,0.061,0.06,0.008,0.562,0.184,0.036,0.002,0.0,0.0,0.0,0.54,0.108,0.008,0.0,0.0,0.0,0.0,0.647,0.415,0.213,0.058,0.019,0.008,0.002
0.652,0.549,0.28,0.146,0.078,0.059,0.053,0.049,0.046,0.042,0.044,0.012,0.556,0.234,0.058,0.004,0.0,0.0,0.0,0.539,0.161,0.019,0.0,0.0,0.0,0.0,0.624,0.445,0.264,0.086,0.028,0.013,0.003
0.65,0.567,0.332,0.194,0.111,0.088,0.078,0.071,0.063,0.06,0.056,0.011,0.573,0.294,0.099,0.011,0.002,0.001,0.0,0.56,0.219,0.041,0.002,0.0,0.0,0.0,0.629,0.474,0.304,0.113,0.044,0.023,0.004
0.594,0.537,0.352,0.224,0.119,0.083,0.069,0.06,0.054,0.051,0.049,0.01,0.542,0.344,0.17,0.034,0.007,0.002,0.0,0.534,0.296,0.103,0.011,0.001,0.0,0.0,0.576,0.445,0.305,0.126,0.057,0.025,0.004
0.68,0.572,0.284,0.165,0.101,0.081,0.073,0.067,0.062,0.058,0.055,0.006,0.577,0.218,0.05,0.003,0.0,0.0,0.0,0.559,0.14,0.016,0.0,0.0,0.0,0.0,0.649,0.438,0.235,0.071,0.025,0.014,0.003
0.699,0.599,0.318,0.197,0.132,0.111,0.1,0.092,0.084,0.082,0.08,0.01,0.604,0.243,0.062,0.005,0.001,0.0,0.0,0.585,0.158,0.018,0.001,0.0,0.0,0.0,0.669,0.46,0.264,0.078,0.027,0.012,0.002
0.468,0.444,0.36,0.272,0.152,0.094,0.061,0.042,0.033,0.027,0.021,0.01,0.446,0.367,0.276,0.138,0.068,0.033,0.002,0.444,0.354,0.245,0.098,0.039,0.014,0.001,0.457,0.387,0.304,0.167,0.094,0.053,0.01
0.688,0.582,0.33,0.213,0.149,0.124,0.109,0.098,0.092,0.086,0.079,0.01,0.586,0.247,0.073,0.008,0.001,0.0,0.0,0.568,0.164,0.026,0.001,0.0,0.0,0.0,0.656,0.456,0.26,0.086,0.032,0.014,0.002
0.671,0.559,0.284,0.167,0.107,0.088,0.081,0.072,0.066,0.062,0.057,0.01,0.565,0.213,0.051,0.003,0.0,0.0,0.0,0.547,0.139,0.017,0.0,0.0,0.0,0.0,0.646,0.442,0.246,0.085,0.032,0.017,0.003
0.674,0.54,0.244,0.141,0.093,0.072,0.062,0.057,0.054,0.051,0.049,0.009,0.544,0.163,0.028,0.002,0.0,0.0,0.0,0.525,0.091,0.007,0.0,0.0,0.0,0.0,0.635,0.406,0.206,0.054,0.019,0.009,0.002
0.664,0.543,0.27,0.161,0.103,0.083,0.075,0.07,0.065,0.062,0.057,0.009,0.549,0.201,0.052,0.003,0.001,0.0,0.0,0.529,0.127,0.017,0.0,0.0,0.0,0.0,0.63,0.424,0.24,0.077,0.027,0.013,0.002
0.671,0.559,0.284,0.167,0.107,0.088,0.081,0.072,0.066,0.062,0.057,0.01,0.565,0.213,0.051,0.003,0.0,0.0,0.0,0.547,0.139,0.017,0.0,0.0,0.0,0.0,0.646,0.442,0.246,0.085,0.032,0.017,0.003
0.453,0.434,0.355,0.276,0.166,0.106,0.068,0.046,0.035,0.025,0.021,0.011,0.436,0.363,0.285,0.16,0.085,0.044,0.003,0.434,0.351,0.259,0.126,0.051,0.022,0.001,0.446,0.397,0.332,0.216,0.144,0.089,0.019
0.655,0.58,0.342,0.194,0.094,0.069,0.062,0.059,0.056,0.054,0.052,0.01,0.586,0.328,0.128,0.02,0.004,0.001,0.0,0.576,0.267,0.067,0.005,0.001,0.0,0.0,0.636,0.499,0.337,0.138,0.062,0.03,0.004
0.501,0.472,0.367,0.259,0.132,0.067,0.042,0.029,0.019,0.014,0.011,0.01,0.476,0.376,0.264,0.114,0.045,0.018,0.001,0.472,0.356,0.228,0.07,0.02,0.007,0.0,0.493,0.422,0.332,0.188,0.1,0.057,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.635,0.555,0.309,0.159,0.066,0.044,0.037,0.031,0.029,0.028,0.026,0.01,0.561,0.293,0.096,0.01,0.001,0.0,0.0,0.55,0.228,0.047,0.002,0.0,0.0,0.0,0.621,0.491,0.334,0.14,0.063,0.034,0.008
0.635,0.558,0.319,0.167,0.078,0.055,0.047,0.042,0.041,0.037,0.035,0.01,0.564,0.3,0.102,0.011,0.002,0.0,0.0,0.555,0.237,0.051,0.003,0.0,0.0,0.0,0.619,0.496,0.342,0.144,0.065,0.032,0.006
0.564,0.509,0.319,0.18,0.071,0.038,0.025,0.021,0.017,0.014,0.012,0.012,0.514,0.318,0.145,0.02,0.003,0.0,0.0,0.507,0.274,0.086,0.005,0.001,0.0,0.0,0.549,0.446,0.318,0.143,0.065,0.031,0.004
0.69,0.572,0.288,0.178,0.113,0.096,0.085,0.076,0.074,0.07,0.067,0.008,0.577,0.215,0.049,0.003,0.0,0.0,0.0,0.555,0.136,0.012,0.0,0.0,0.0,0.0,0.657,0.441,0.25,0.072,0.025,0.012,0.002
0.644,0.563,0.322,0.177,0.081,0.054,0.045,0.04,0.036,0.035,0.033,0.012,0.569,0.309,0.121,0.018,0.002,0.001,0.0,0.558,0.252,0.066,0.004,0.0,0.0,0.0,0.62,0.465,0.304,0.114,0.046,0.021,0.002
0.596,0.527,0.318,0.194,0.117,0.091,0.08,0.072,0.064,0.059,0.056,0.01,0.532,0.298,0.124,0.023,0.007,0.002,0.0,0.524,0.243,0.069,0.009,0.001,0.0,0.0,0.567,0.401,0.237,0.08,0.029,0.015,0.002
0.671,0.559,0.284,0.167,0.107,0.088,0.081,0.072,0.066,0.062,0.057,0.01,0.565,0.213,0.051,0.003,0.0,0.0,0.0,0.547,0.139,0.017,0.0,0.0,0.0,0.0,0.646,0.442,0.246,0.085,0.032,0.017,0.003
0.473,0.447,0.346,0.244,0.127,0.07,0.048,0.035,0.028,0.023,0.019,0.01,0.449,0.355,0.246,0.101,0.037,0.014,0.0,0.447,0.336,0.211,0.057,0.012,0.003,0.0,0.463,0.395,0.3,0.167,0.088,0.048,0.007
0.703,0.592,0.332,0.22,0.156,0.136,0.123,0.111,0.106,0.097,0.091,0.009,0.597,0.251,0.071,0.011,0.003,0.001,0.0,0.578,0.163,0.024,0.002,0.0,0.0,0.0,0.674,0.472,0.274,0.092,0.036,0.021,0.004
0.636,0.552,0.293,0.163,0.082,0.06,0.053,0.049,0.047,0.046,0.044,0.008,0.559,0.267,0.085,0.01,0.001,0.0,0.0,0.546,0.202,0.038,0.001,0.0,0.0,0.0,0.617,0.467,0.298,0.118,0.046,0.023,0.004
0.696,0.59,0.312,0.183,0.113,0.091,0.078,0.07,0.064,0.059,0.055,0.01,0.596,0.254,0.066,0.005,0.001,0.0,0.0,0.579,0.17,0.024,0.001,0.0,0.0,0.0,0.667,0.476,0.289,0.093,0.037,0.017,0.003
0.676,0.55,0.257,0.143,0.085,0.072,0.064,0.058,0.055,0.051,0.048,0.01,0.557,0.188,0.035,0.002,0.001,0.0,0.0,0.534,0.112,0.009,0.001,0.0,0.0,0.0,0.643,0.418,0.22,0.063,0.02,0.009,0.002
0.668,0.577,0.307,0.161,0.091,0.076,0.071,0.066,0.061,0.058,0.057,0.01,0.583,0.267,0.073,0.008,0.001,0.0,0.0,0.572,0.195,0.032,0.001,0.0,0.0,0.0,0.646,0.481,0.299,0.102,0.039,0.018,0.003
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.674,0.56,0.269,0.16,0.11,0.09,0.078,0.072,0.066,0.063,0.062,0.01,0.564,0.184,0.039,0.002,0.0,0.0,0.0,0.544,0.113,0.011,0.0,0.0,0.0,0.0,0.644,0.421,0.216,0.064,0.022,0.011,0.002
0.664,0.557,0.277,0.161,0.1,0.083,0.077,0.068,0.065,0.062,0.059,0.01,0.564,0.21,0.046,0.003,0.0,0.0,0.0,0.546,0.131,0.016,0.0,0.0,0.0,0.0,0.638,0.442,0.245,0.078,0.032,0.015,0.003
0.677,0.549,0.267,0.161,0.101,0.087,0.078,0.073,0.069,0.064,0.061,0.01,0.555,0.187,0.039,0.002,0.0,0.0,0.0,0.533,0.113,0.011,0.0,0.0,0.0,0.0,0.646,0.418,0.227,0.071,0.027,0.013,0.003
0.694,0.556,0.285,0.185,0.134,0.111,0.095,0.086,0.077,0.071,0.067,0.009,0.559,0.181,0.039,0.002,0.0,0.0,0.0,0.534,0.098,0.007,0.0,0.0,0.0,0.0,0.65,0.412,0.22,0.068,0.023,0.012,0.002
0.671,0.54,0.243,0.133,0.078,0.062,0.056,0.054,0.049,0.047,0.046,0.01,0.546,0.174,0.031,0.002,0.0,0.0,0.0,0.524,0.101,0.009,0.0,0.0,0.0,0.0,0.633,0.405,0.209,0.061,0.02,0.009,0.002
0.69,0.561,0.272,0.169,0.11,0.092,0.082,0.074,0.068,0.064,0.06,0.009,0.566,0.183,0.035,0.002,0.001,0.0,0.0,0.544,0.103,0.01,0.0,0.0,0.0,0.0,0.65,0.409,0.21,0.056,0.019,0.009,0.002
0.635,0.54,0.274,0.146,0.076,0.059,0.051,0.046,0.041,0.04,0.038,0.006,0.548,0.243,0.069,0.006,0.001,0.0,0.0,0.535,0.176,0.027,0.001,0.0,0.0,0.0,0.612,0.447,0.279,0.102,0.038,0.019,0.002
0.658,0.555,0.274,0.158,0.093,0.075,0.066,0.059,0.054,0.052,0.049,0.009,0.562,0.227,0.055,0.003,0.001,0.0,0.0,0.547,0.155,0.018,0.0,0.0,0.0,0.0,0.627,0.435,0.255,0.079,0.028,0.012,0.002
0.483,0.457,0.352,0.245,0.118,0.066,0.04,0.025,0.018,0.014,0.012,0.012,0.46,0.361,0.25,0.104,0.043,0.014,0.0,0.457,0.343,0.213,0.067,0.018,0.004,0.0,0.472,0.386,0.284,0.148,0.082,0.044,0.006
0.687,0.572,0.317,0.225,0.177,0.161,0.148,0.135,0.127,0.117,0.11,0.009,0.575,0.225,0.069,0.011,0.004,0.001,0.0,0.558,0.136,0.02,0.002,0.0,0.0,0.0,0.659,0.451,0.25,0.093,0.038,0.02,0.004
0.651,0.558,0.287,0.15,0.077,0.058,0.051,0.051,0.048,0.047,0.045,0.011,0.565,0.256,0.075,0.007,0.001,0.0,0.0,0.552,0.189,0.031,0.001,0.0,0.0,0.0,0.624,0.454,0.275,0.093,0.032,0.016,0.002
0.573,0.514,0.326,0.183,0.071,0.04,0.026,0.02,0.018,0.016,0.016,0.011,0.519,0.328,0.155,0.026,0.004,0.001,0.0,0.513,0.287,0.1,0.008,0.0,0.0,0.0,0.558,0.447,0.318,0.144,0.06,0.026,0.004
0.463,0.439,0.358,0.272,0.159,0.097,0.063,0.044,0.034,0.026,0.021,0.011,0.442,0.366,0.279,0.15,0.075,0.037,0.002,0.439,0.352,0.253,0.111,0.044,0.016,0.0,0.453,0.384,0.303,0.177,0.098,0.058,0.008
0.675,0.562,0.291,0.182,0.13,0.114,0.107,0.102,0.097,0.094,0.092,0.012,0.567,0.212,0.051,0.004,0.0,0.0,0.0,0.548,0.13,0.013,0.0,0.0,0.0,0.0,0.643,0.433,0.238,0.077,0.027,0.012,0.003
0.673,0.555,0.282,0.175,0.119,0.1,0.089,0.084,0.078,0.073,0.07,0.009,0.56,0.207,0.048,0.004,0.001,0.0,0.0,0.541,0.128,0.014,0.0,0.0,0.0,0.0,0.643,0.434,0.236,0.08,0.028,0.015,0.003
0.466,0.442,0.352,0.263,0.153,0.094,0.061,0.043,0.034,0.028,0.025,0.009,0.445,0.358,0.267,0.138,0.067,0.029,0.003,0.442,0.346,0.238,0.097,0.036,0.011,0.001,0.456,0.38,0.296,0.165,0.088,0.048,0.006
0.664,0.557,0.277,0.161,0.1,0.083,0.077,0.068,0.065,0.062,0.059,0.01,0.564,0.21,0.046,0.003,0.0,0.0,0.0,0.546,0.131,0.016,0.0,0.0,0.0,0.0,0.638,0.442,0.245,0.078,0.032,0.015,0.003
0.676,0.564,0.284,0.159,0.1,0.082,0.073,0.064,0.059,0.056,0.05,0.008,0.572,0.224,0.052,0.004,0.001,0.0,0.0,0.552,0.144,0.018,0.001,0.0,0.0,0.0,0.65,0.447,0.25,0.078,0.028,0.014,0.003
0.54,0.493,0.319,0.188,0.081,0.048,0.034,0.028,0.025,0.023,0.021,0.012,0.498,0.322,0.162,0.032,0.005,0.002,0.0,0.492,0.288,0.105,0.011,0.002,0.0,0.0,0.528,0.433,0.321,0.157,0.082,0.042,0.006
0.615,0.515,0.266,0.148,0.078,0.056,0.046,0.041,0.038,0.038,0.035,0.012,0.52,0.218,0.055,0.003,0.0,0.0,0.0,0.507,0.144,0.017,0.0,0.0,0.0,0.0,0.587,0.406,0.233,0.072,0.027,0.011,0.002
0.676,0.549,0.252,0.134,0.084,0.068,0.056,0.05,0.048,0.044,0.041,0.009,0.555,0.18,0.038,0.002,0.0,0.0,0.0,0.535,0.11,0.01,0.0,0.0,0.0,0.0,0.642,0.417,0.216,0.06,0.019,0.009,0.002
0.693,0.576,0.3,0.187,0.12,0.103,0.091,0.085,0.083,0.077,0.073,0.007,0.578,0.219,0.05,0.003,0.0,0.0,0.0,0.559,0.132,0.013,0.0,0.0,0.0,0.0,0.66,0.439,0.242,0.075,0.026,0.011,0.002
0.691,0.585,0.315,0.198,0.138,0.114,0.101,0.088,0.079,0.07,0.065,0.009,0.59,0.247,0.067,0.006,0.001,0.0,0.0,0.575,0.167,0.021,0.001,0.0,0.0,0.0,0.658,0.462,0.27,0.086,0.03,0.013,0.002
0.471,0.447,0.358,0.269,0.16,0.098,0.068,0.045,0.033,0.026,0.023,0.011,0.45,0.366,0.274,0.149,0.076,0.036,0.002,0.448,0.354,0.248,0.108,0.045,0.016,0.0,0.461,0.394,0.31,0.19,0.106,0.059,0.01
0.657,0.553,0.283,0.156,0.088,0.074,0.067,0.061,0.056,0.055,0.052,0.012,0.56,0.237,0.059,0.004,0.001,0.0,0.0,0.545,0.162,0.018,0.0,0.0,0.0,0.0,0.629,0.444,0.263,0.081,0.028,0.013,0.002
0.518,0.451,0.241,0.121,0.052,0.035,0.029,0.027,0.027,0.027,0.027,0.011,0.458,0.235,0.08,0.007,0.001,0.0,0.0,0.45,0.188,0.038,0.001,0.0,0.0,0.0,0.506,0.401,0.283,0.132,0.062,0.033,0.007
0.671,0.559,0.284,0.167,0.107,0.088,0.081,0.072,0.066,0.062,0.057,0.01,0.565,0.213,0.051,0.003,0.0,0.0,0.0,0.547,0.139,0.017,0.0,0.0,0.0,0.0,0.646,0.442,0.246,0.085,0.032,0.017,0.003
0.697,0.578,0.308,0.205,0.151,0.131,0.117,0.104,0.097,0.088,0.082,0.01,0.584,0.219,0.054,0.004,0.001,0.0,0.0,0.564,0.134,0.016,0.0,0.0,0.0,0.0,0.669,0.462,0.267,0.087,0.032,0.014,0.004
0.689,0.569,0.288,0.168,0.112,0.096,0.088,0.082,0.076,0.07,0.067,0.01,0.575,0.206,0.046,0.003,0.0,0.0,0.0,0.556,0.121,0.012,0.0,0.0,0.0,0.0,0.654,0.434,0.233,0.07,0.024,0.012,0.002
0.674,0.559,0.272,0.152,0.095,0.079,0.072,0.065,0.059,0.058,0.056,0.009,0.565,0.202,0.044,0.003,0.0,0.0,0.0,0.547,0.128,0.016,0.0,0.0,0.0,0.0,0.646,0.436,0.234,0.072,0.027,0.014,0.002
0.58,0.52,0.309,0.159,0.05,0.025,0.016,0.011,0.009,0.008,0.007,0.008,0.525,0.311,0.132,0.017,0.002,0.0,0.0,0.519,0.263,0.077,0.004,0.0,0.0,0.0,0.567,0.446,0.303,0.131,0.052,0.026,0.002
0.654,0.54,0.251,0.131,0.076,0.062,0.055,0.052,0.048,0.046,0.043,0.01,0.546,0.192,0.04,0.002,0.0,0.0,0.0,0.529,0.118,0.011,0.0,0.0,0.0,0.0,0.622,0.417,0.23,0.068,0.025,0.012,0.002
0.668,0.574,0.321,0.181,0.095,0.068,0.058,0.055,0.047,0.046,0.043,0.01,0.58,0.271,0.081,0.005,0.001,0.0,0.0,0.566,0.196,0.029,0.001,0.0,0.0,0.0,0.646,0.474,0.295,0.106,0.042,0.02,0.004
0.73,0.615,0.33,0.212,0.144,0.117,0.103,0.092,0.084,0.076,0.071,0.01,0.62,0.238,0.06,0.007,0.003,0.001,0.0,0.598,0.15,0.02,0.001,0.0,0.0,0.0,0.692,0.477,0.261,0.082,0.031,0.013,0.002
0.673,0.549,0.251,0.137,0.08,0.064,0.057,0.05,0.047,0.047,0.045,0.01,0.554,0.183,0.037,0.002,0.001,0.0,0.0,0.534,0.111,0.011,0.0,0.0,0.0,0.0,0.639,0.418,0.215,0.064,0.024,0.01,0.002
0.644,0.564,0.324,0.189,0.11,0.088,0.077,0.07,0.066,0.063,0.058,0.011,0.57,0.296,0.106,0.012,0.002,0.001,0.0,0.558,0.227,0.048,0.002,0.0,0.0,0.0,0.624,0.475,0.316,0.125,0.052,0.024,0.004
0.634,0.557,0.325,0.195,0.112,0.085,0.07,0.062,0.055,0.051,0.046,0.01,0.564,0.293,0.109,0.012,0.002,0.0,0.0,0.552,0.232,0.053,0.002,0.0,0.0,0.0,0.614,0.465,0.31,0.121,0.048,0.021,0.002
0.618,0.546,0.32,0.176,0.089,0.062,0.053,0.046,0.042,0.038,0.036,0.01,0.551,0.304,0.115,0.011,0.001,0.0,0.0,0.542,0.241,0.052,0.002,0.0,0.0,0.0,0.603,0.482,0.339,0.152,0.069,0.031,0.004
0.574,0.482,0.223,0.097,0.04,0.027,0.023,0.022,0.023,0.022,0.022,0.01,0.489,0.206,0.047,0.003,0.0,0.0,0.0,0.478,0.145,0.017,0.0,0.0,0.0,0.0,0.553,0.408,0.258,0.1,0.041,0.02,0.004
0.545,0.487,0.287,0.148,0.055,0.026,0.016,0.013,0.01,0.009,0.009,0.01,0.492,0.283,0.111,0.014,0.001,0.0,0.0,0.486,0.238,0.06,0.003,0.0,0.0,0.0,0.534,0.428,0.3,0.138,0.06,0.03,0.005
0.671,0.551,0.276,0.172,0.116,0.104,0.094,0.086,0.081,0.076,0.073,0.012,0.556,0.192,0.04,0.003,0.0,0.0,0.0,0.536,0.117,0.01,0.0,0.0,0.0,0.0,0.641,0.426,0.227,0.072,0.026,0.014,0.004
0.665,0.56,0.278,0.142,0.075,0.057,0.049,0.045,0.042,0.038,0.037,0.008,0.567,0.234,0.06,0.004,0.001,0.0,0.0,0.554,0.157,0.02,0.001,0.0,0.0,0.0,0.633,0.437,0.248,0.074,0.026,0.012,0.002
0.503,0.472,0.365,0.259,0.127,0.068,0.04,0.026,0.019,0.014,0.012,0.01,0.476,0.374,0.262,0.11,0.042,0.016,0.0,0.473,0.357,0.226,0.068,0.018,0.005,0.0,0.496,0.434,0.355,0.22,0.132,0.076,0.017
0.67,0.553,0.267,0.15,0.095,0.078,0.073,0.068,0.063,0.06,0.059,0.01,0.559,0.204,0.043,0.002,0.0,0.0,0.0,0.541,0.124,0.012,0.0,0.0,0.0,0.0,0.643,0.43,0.238,0.076,0.03,0.016,0.003
0.672,0.554,0.27,0.158,0.108,0.091,0.083,0.075,0.071,0.068,0.065,0.009,0.56,0.198,0.04,0.003,0.0,0.0,0.0,0.54,0.122,0.011,0.0,0.0,0.0,0.0,0.642,0.426,0.234,0.074,0.025,0.013,0.003
0.677,0.547,0.244,0.137,0.087,0.071,0.061,0.055,0.051,0.047,0.043,0.005,0.554,0.171,0.032,0.002,0.0,0.0,0.0,0.533,0.1,0.01,0.0,0.0,0.0,0.0,0.641,0.41,0.203,0.057,0.019,0.01,0.002
0.439,0.37,0.18,0.088,0.035,0.023,0.016,0.012,0.012,0.012,0.013,0.006,0.377,0.169,0.05,0.004,0.001,0.0,0.0,0.367,0.128,0.021,0.001,0.0,0.0,0.0,0.424,0.306,0.196,0.095,0.047,0.025,0.006
0.674,0.54,0.244,0.141,0.093,0.072,0.062,0.057,0.054,0.051,0.049,0.009,0.544,0.163,0.028,0.002,0.0,0.0,0.0,0.525,0.091,0.007,0.0,0.0,0.0,0.0,0.635,0.406,0.206,0.054,0.019,0.009,0.002
0.676,0.556,0.276,0.166,0.111,0.095,0.083,0.076,0.071,0.068,0.066,0.009,0.563,0.2,0.046,0.003,0.0,0.0,0.0,0.54,0.122,0.014,0.0,0.0,0.0,0.0,0.646,0.426,0.233,0.073,0.027,0.012,0.003
0.657,0.554,0.276,0.14,0.076,0.059,0.052,0.047,0.044,0.043,0.042,0.01,0.56,0.233,0.059,0.007,0.0,0.0,0.0,0.547,0.157,0.022,0.0,0.0,0.0,0.0,0.631,0.451,0.268,0.086,0.035,0.018,0.002
0.648,0.535,0.258,0.141,0.082,0.067,0.06,0.058,0.056,0.053,0.054,0.01,0.542,0.196,0.047,0.003,0.0,0.0,0.0,0.525,0.126,0.012,0.0,0.0,0.0,0.0,0.614,0.411,0.22,0.065,0.023,0.011,0.002
0.618,0.547,0.309,0.163,0.069,0.045,0.033,0.028,0.025,0.023,0.022,0.01,0.554,0.299,0.106,0.012,0.002,0.0,0.0,0.544,0.242,0.056,0.003,0.0,0.0,0.0,0.604,0.485,0.336,0.15,0.072,0.041,0.007
0.703,0.58,0.297,0.19,0.133,0.109,0.094,0.088,0.082,0.075,0.071,0.009,0.585,0.205,0.046,0.004,0.0,0.0,0.0,0.563,0.118,0.011,0.0,0.0,0.0,0.0,0.666,0.447,0.24,0.068,0.025,0.01,0.003
0.49,0.447,0.311,0.196,0.086,0.052,0.042,0.035,0.03,0.028,0.026,0.01,0.451,0.318,0.177,0.038,0.008,0.002,0.0,0.446,0.289,0.127,0.014,0.002,0.0,0.0,0.475,0.383,0.273,0.133,0.068,0.032,0.006
0.643,0.554,0.295,0.158,0.078,0.053,0.044,0.04,0.037,0.034,0.034,0.01,0.561,0.262,0.076,0.007,0.001,0.0,0.0,0.547,0.187,0.033,0.001,0.0,0.0,0.0,0.62,0.442,0.256,0.083,0.028,0.011,0.001
0.471,0.447,0.358,0.269,0.16,0.098,0.068,0.045,0.033,0.026,0.023,0.011,0.45,0.366,0.274,0.149,0.076,0.036,0.002,0.448,0.354,0.248,0.108,0.045,0.016,0.0,0.461,0.394,0.31,0.19,0.106,0.059,0.01
0.403,0.386,0.322,0.256,0.154,0.097,0.063,0.042,0.03,0.02,0.016,0.012,0.388,0.33,0.264,0.154,0.085,0.045,0.005,0.386,0.32,0.245,0.123,0.056,0.025,0.002,0.395,0.344,0.283,0.181,0.11,0.065,0.011
0.682,0.568,0.297,0.184,0.126,0.106,0.095,0.088,0.08,0.074,0.07,0.01,0.573,0.218,0.052,0.003,0.001,0.0,0.0,0.554,0.138,0.015,0.0,0.0,0.0,0.0,0.649,0.443,0.24,0.075,0.027,0.013,0.002
0.705,0.581,0.301,0.188,0.126,0.107,0.094,0.086,0.079,0.074,0.07,0.009,0.585,0.203,0.042,0.003,0.0,0.0,0.0,0.566,0.116,0.01,0.0,0.0,0.0,0.0,0.666,0.442,0.237,0.068,0.026,0.012,0.003
0.569,0.508,0.311,0.184,0.098,0.071,0.059,0.049,0.044,0.042,0.037,0.011,0.514,0.303,0.133,0.023,0.005,0.001,0.0,0.507,0.257,0.078,0.007,0.0,0.0,0.0,0.545,0.397,0.241,0.088,0.033,0.016,0.003
0.679,0.557,0.271,0.161,0.104,0.083,0.073,0.064,0.06,0.058,0.055,0.009,0.562,0.198,0.044,0.002,0.0,0.0,0.0,0.544,0.123,0.013,0.0,0.0,0.0,0.0,0.646,0.425,0.224,0.066,0.024,0.009,0.002
0.648,0.534,0.263,0.149,0.086,0.067,0.06,0.056,0.053,0.05,0.049,0.008,0.541,0.202,0.044,0.002,0.0,0.0,0.0,0.524,0.127,0.012,0.0,0.0,0.0,0.0,0.613,0.412,0.222,0.065,0.022,0.01,0.002
0.696,0.582,0.308,0.191,0.128,0.107,0.096,0.087,0.08,0.074,0.069,0.01,0.587,0.233,0.058,0.005,0.001,0.0,0.0,0.571,0.149,0.018,0.0,0.0,0.0,0.0,0.661,0.447,0.248,0.077,0.028,0.012,0.002
0.501,0.472,0.367,0.259,0.132,0.067,0.042,0.029,0.019,0.014,0.011,0.01,0.476,0.376,0.264,0.114,0.045,0.018,0.001,0.472,0.356,0.228,0.07,0.02,0.007,0.0,0.493,0.422,0.332,0.188,0.1,0.057,0.01
0.659,0.538,0.303,0.21,0.162,0.143,0.126,0.112,0.102,0.092,0.085,0.011,0.541,0.207,0.056,0.005,0.001,0.0,0.0,0.522,0.128,0.013,0.0,0.0,0.0,0.0,0.634,0.432,0.246,0.089,0.032,0.018,0.003
0.703,0.578,0.287,0.173,0.114,0.1,0.089,0.081,0.072,0.067,0.061,0.011,0.583,0.208,0.043,0.003,0.001,0.0,0.0,0.562,0.124,0.012,0.0,0.0,0.0,0.0,0.664,0.437,0.234,0.066,0.024,0.012,0.002
0.671,0.559,0.284,0.167,0.107,0.088,0.081,0.072,0.066,0.062,0.057,0.01,0.565,0.213,0.051,0.003,0.0,0.0,0.0,0.547,0.139,0.017,0.0,0.0,0.0,0.0,0.646,0.442,0.246,0.085,0.032,0.017,0.003
0.68,0.575,0.29,0.16,0.1,0.083,0.073,0.068,0.064,0.064,0.061,0.01,0.582,0.233,0.058,0.006,0.001,0.0,0.0,0.566,0.154,0.018,0.001,0.0,0.0,0.0,0.652,0.458,0.261,0.081,0.026,0.014,0.002
0.651,0.528,0.251,0.139,0.077,0.06,0.053,0.051,0.047,0.045,0.045,0.009,0.534,0.19,0.035,0.001,0.0,0.0,0.0,0.515,0.117,0.009,0.0,0.0,0.0,0.0,0.621,0.422,0.241,0.074,0.025,0.014,0.003
0.634,0.544,0.295,0.158,0.077,0.055,0.045,0.038,0.032,0.029,0.027,0.01,0.551,0.262,0.078,0.006,0.001,0.0,0.0,0.538,0.194,0.03,0.001,0.0,0.0,0.0,0.61,0.448,0.286,0.102,0.037,0.017,0.003
0.571,0.47,0.251,0.152,0.084,0.064,0.055,0.047,0.042,0.04,0.038,0.01,0.475,0.197,0.053,0.004,0.001,0.0,0.0,0.459,0.131,0.016,0.001,0.0,0.0,0.0,0.546,0.38,0.225,0.077,0.032,0.016,0.003
