clean_acc,fgsm_Linf_acc0_1,fgsm_Linf_acc0_5,fgsm_Linf_acc1_0,fgsm_Linf_acc2_0,fgsm_Linf_acc3_0,fgsm_Linf_acc4_0,fgsm_Linf_acc5_0,fgsm_Linf_acc6_0,fgsm_Linf_acc7_0,fgsm_Linf_acc8_0,fgsm_Linf_acc255_0,pgd_Linf_acc0_1,pgd_Linf_acc0_5,pgd_Linf_acc1_0,pgd_Linf_acc2_0,pgd_Linf_acc3_0,pgd_Linf_acc4_0,pgd_Linf_acc8_0,aa_apgd_ce_Linf_acc0_1,aa_apgd_ce_Linf_acc0_5,aa_apgd_ce_Linf_acc1_0,aa_apgd_ce_Linf_acc2_0,aa_apgd_ce_Linf_acc3_0,aa_apgd_ce_Linf_acc4_0,aa_apgd_ce_Linf_acc8_0,aa_square_Linf_acc0_1,aa_square_Linf_acc0_5,aa_square_Linf_acc1_0,aa_square_Linf_acc2_0,aa_square_Linf_acc3_0,aa_square_Linf_acc4_0,aa_square_Linf_acc8_0
0.685,0.567,0.312,0.215,0.16,0.146,0.132,0.125,0.118,0.113,0.108,0.008,0.572,0.225,0.062,0.01,0.002,0.001,0.0,0.554,0.138,0.02,0.001,0.0,0.0,0.0,0.654,0.44,0.25,0.086,0.036,0.017,0.004
0.503,0.472,0.365,0.259,0.127,0.068,0.04,0.026,0.019,0.014,0.012,0.01,0.476,0.374,0.262,0.11,0.042,0.016,0.0,0.473,0.357,0.226,0.068,0.018,0.005,0.0,0.496,0.434,0.355,0.22,0.132,0.076,0.017
0.673,0.549,0.251,0.137,0.08,0.064,0.057,0.05,0.047,0.047,0.045,0.01,0.554,0.183,0.037,0.002,0.001,0.0,0.0,0.534,0.111,0.011,0.0,0.0,0.0,0.0,0.639,0.418,0.215,0.064,0.024,0.01,0.002
0.671,0.559,0.284,0.167,0.107,0.088,0.081,0.072,0.066,0.062,0.057,0.01,0.565,0.213,0.051,0.003,0.0,0.0,0.0,0.547,0.139,0.017,0.0,0.0,0.0,0.0,0.646,0.442,0.246,0.085,0.032,0.017,0.003
0.676,0.546,0.255,0.144,0.084,0.067,0.059,0.051,0.044,0.042,0.04,0.01,0.552,0.178,0.031,0.001,0.0,0.0,0.0,0.531,0.107,0.008,0.0,0.0,0.0,0.0,0.639,0.414,0.211,0.055,0.018,0.009,0.002
0.592,0.52,0.288,0.139,0.052,0.03,0.022,0.016,0.013,0.011,0.01,0.008,0.527,0.278,0.097,0.009,0.001,0.0,0.0,0.518,0.224,0.046,0.002,0.0,0.0,0.0,0.574,0.432,0.282,0.106,0.046,0.018,0.003
0.678,0.56,0.272,0.161,0.099,0.08,0.071,0.068,0.064,0.06,0.057,0.01,0.564,0.192,0.04,0.002,0.0,0.0,0.0,0.545,0.118,0.012,0.0,0.0,0.0,0.0,0.65,0.432,0.234,0.07,0.024,0.012,0.002
0.665,0.562,0.286,0.159,0.099,0.079,0.072,0.067,0.065,0.061,0.058,0.009,0.568,0.235,0.064,0.005,0.001,0.0,0.0,0.552,0.162,0.025,0.0,0.0,0.0,0.0,0.636,0.441,0.255,0.083,0.03,0.012,0.003
0.671,0.549,0.272,0.158,0.107,0.094,0.087,0.081,0.074,0.066,0.064,0.01,0.555,0.203,0.046,0.003,0.0,0.0,0.0,0.537,0.126,0.014,0.0,0.0,0.0,0.0,0.643,0.427,0.23,0.072,0.027,0.014,0.004
0.682,0.565,0.286,0.168,0.108,0.091,0.082,0.075,0.07,0.063,0.061,0.008,0.57,0.214,0.051,0.005,0.001,0.001,0.0,0.551,0.133,0.015,0.001,0.0,0.0,0.0,0.648,0.434,0.244,0.07,0.027,0.014,0.002
0.67,0.587,0.358,0.229,0.138,0.112,0.096,0.087,0.081,0.075,0.07,0.008,0.592,0.314,0.115,0.017,0.002,0.0,0.0,0.58,0.235,0.051,0.002,0.0,0.0,0.0,0.645,0.471,0.289,0.101,0.04,0.017,0.002
0.471,0.447,0.358,0.269,0.16,0.098,0.068,0.045,0.033,0.026,0.023,0.011,0.45,0.366,0.274,0.149,0.076,0.036,0.002,0.448,0.354,0.248,0.108,0.045,0.016,0.0,0.461,0.394,0.31,0.19,0.106,0.059,0.01
0.675,0.566,0.284,0.16,0.096,0.08,0.068,0.062,0.057,0.055,0.052,0.01,0.573,0.218,0.056,0.005,0.001,0.0,0.0,0.556,0.145,0.019,0.001,0.0,0.0,0.0,0.643,0.443,0.249,0.078,0.031,0.012,0.002
0.692,0.567,0.28,0.169,0.112,0.099,0.09,0.082,0.077,0.071,0.068,0.01,0.571,0.184,0.038,0.002,0.0,0.0,0.0,0.549,0.108,0.009,0.0,0.0,0.0,0.0,0.655,0.417,0.217,0.059,0.024,0.009,0.003
0.691,0.575,0.28,0.169,0.109,0.09,0.08,0.071,0.068,0.065,0.065,0.01,0.58,0.208,0.046,0.004,0.001,0.0,0.0,0.562,0.127,0.013,0.0,0.0,0.0,0.0,0.656,0.432,0.231,0.066,0.024,0.012,0.002
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.688,0.569,0.305,0.214,0.165,0.144,0.129,0.116,0.106,0.099,0.092,0.01,0.574,0.213,0.056,0.005,0.001,0.0,0.0,0.554,0.127,0.014,0.001,0.0,0.0,0.0,0.656,0.444,0.243,0.077,0.029,0.014,0.003
0.678,0.554,0.277,0.168,0.112,0.094,0.086,0.08,0.074,0.069,0.065,0.01,0.558,0.199,0.044,0.005,0.001,0.0,0.0,0.538,0.124,0.014,0.0,0.0,0.0,0.0,0.641,0.418,0.231,0.064,0.028,0.012,0.002
0.677,0.552,0.252,0.141,0.088,0.069,0.058,0.052,0.047,0.047,0.044,0.01,0.556,0.184,0.035,0.002,0.001,0.0,0.0,0.538,0.112,0.008,0.001,0.0,0.0,0.0,0.639,0.413,0.215,0.062,0.021,0.01,0.003
0.658,0.545,0.27,0.153,0.084,0.068,0.059,0.055,0.051,0.048,0.045,0.01,0.55,0.209,0.049,0.003,0.001,0.0,0.0,0.532,0.136,0.017,0.0,0.0,0.0,0.0,0.621,0.412,0.229,0.066,0.022,0.011,0.002
0.677,0.561,0.314,0.206,0.142,0.12,0.111,0.1,0.095,0.091,0.086,0.008,0.566,0.236,0.064,0.007,0.002,0.001,0.0,0.548,0.155,0.021,0.001,0.0,0.0,0.0,0.646,0.447,0.263,0.092,0.038,0.017,0.004
0.679,0.564,0.28,0.161,0.103,0.083,0.073,0.068,0.065,0.062,0.058,0.01,0.57,0.215,0.052,0.003,0.0,0.0,0.0,0.553,0.139,0.015,0.0,0.0,0.0,0.0,0.651,0.442,0.239,0.075,0.025,0.012,0.002
0.685,0.581,0.319,0.201,0.139,0.116,0.104,0.094,0.089,0.084,0.079,0.01,0.586,0.247,0.068,0.007,0.001,0.0,0.0,0.569,0.162,0.023,0.001,0.0,0.0,0.0,0.655,0.455,0.271,0.088,0.036,0.016,0.003
0.69,0.593,0.34,0.229,0.165,0.138,0.127,0.116,0.109,0.102,0.096,0.01,0.597,0.267,0.087,0.014,0.004,0.001,0.0,0.583,0.186,0.03,0.002,0.0,0.0,0.0,0.668,0.485,0.293,0.107,0.042,0.022,0.004
0.678,0.576,0.308,0.174,0.102,0.085,0.071,0.065,0.061,0.055,0.052,0.01,0.584,0.253,0.07,0.007,0.001,0.0,0.0,0.568,0.172,0.026,0.001,0.0,0.0,0.0,0.649,0.457,0.263,0.081,0.029,0.011,0.002
0.624,0.55,0.33,0.185,0.088,0.067,0.056,0.053,0.05,0.044,0.043,0.01,0.558,0.318,0.12,0.015,0.002,0.001,0.0,0.547,0.259,0.061,0.004,0.0,0.0,0.0,0.606,0.47,0.315,0.122,0.048,0.021,0.004
0.699,0.573,0.28,0.169,0.113,0.099,0.087,0.079,0.075,0.071,0.068,0.009,0.579,0.199,0.042,0.003,0.0,0.0,0.0,0.558,0.116,0.01,0.0,0.0,0.0,0.0,0.663,0.433,0.225,0.064,0.025,0.011,0.002
0.581,0.513,0.296,0.154,0.054,0.031,0.021,0.018,0.015,0.013,0.013,0.008,0.518,0.288,0.108,0.01,0.001,0.0,0.0,0.511,0.238,0.054,0.003,0.0,0.0,0.0,0.568,0.449,0.304,0.128,0.052,0.026,0.003
0.636,0.549,0.299,0.167,0.095,0.073,0.062,0.056,0.054,0.053,0.052,0.01,0.556,0.266,0.085,0.009,0.001,0.0,0.0,0.543,0.198,0.034,0.002,0.0,0.0,0.0,0.616,0.462,0.301,0.115,0.047,0.023,0.004
0.581,0.513,0.296,0.154,0.054,0.031,0.021,0.018,0.015,0.013,0.013,0.008,0.518,0.288,0.108,0.01,0.001,0.0,0.0,0.511,0.238,0.054,0.003,0.0,0.0,0.0,0.568,0.449,0.304,0.128,0.052,0.026,0.003
0.667,0.568,0.295,0.168,0.1,0.078,0.068,0.061,0.058,0.055,0.052,0.009,0.574,0.239,0.063,0.005,0.0,0.0,0.0,0.557,0.166,0.022,0.0,0.0,0.0,0.0,0.639,0.446,0.252,0.077,0.029,0.012,0.002
0.661,0.538,0.243,0.131,0.079,0.064,0.058,0.052,0.047,0.046,0.045,0.008,0.543,0.184,0.039,0.003,0.0,0.0,0.0,0.525,0.116,0.012,0.0,0.0,0.0,0.0,0.629,0.415,0.227,0.07,0.028,0.012,0.003
0.671,0.559,0.284,0.167,0.107,0.088,0.081,0.072,0.066,0.062,0.057,0.01,0.565,0.213,0.051,0.003,0.0,0.0,0.0,0.547,0.139,0.017,0.0,0.0,0.0,0.0,0.646,0.442,0.246,0.085,0.032,0.017,0.003
0.694,0.585,0.323,0.214,0.15,0.13,0.114,0.1,0.092,0.084,0.077,0.01,0.588,0.24,0.071,0.008,0.002,0.001,0.0,0.571,0.158,0.021,0.001,0.0,0.0,0.0,0.659,0.448,0.255,0.083,0.033,0.015,0.002
0.654,0.555,0.284,0.145,0.07,0.053,0.046,0.043,0.04,0.038,0.037,0.012,0.562,0.25,0.074,0.005,0.001,0.0,0.0,0.549,0.183,0.03,0.001,0.0,0.0,0.0,0.627,0.447,0.267,0.088,0.033,0.014,0.002
0.446,0.425,0.35,0.27,0.162,0.103,0.069,0.049,0.038,0.029,0.025,0.01,0.427,0.358,0.278,0.156,0.084,0.046,0.004,0.425,0.346,0.253,0.119,0.052,0.022,0.001,0.436,0.383,0.314,0.203,0.126,0.082,0.02
0.657,0.553,0.272,0.134,0.071,0.053,0.046,0.041,0.042,0.04,0.04,0.01,0.56,0.239,0.064,0.006,0.001,0.0,0.0,0.545,0.169,0.023,0.001,0.0,0.0,0.0,0.63,0.447,0.27,0.088,0.033,0.016,0.002
0.616,0.524,0.279,0.153,0.079,0.056,0.047,0.042,0.037,0.033,0.032,0.01,0.53,0.231,0.065,0.006,0.001,0.0,0.0,0.516,0.157,0.024,0.0,0.0,0.0,0.0,0.591,0.419,0.247,0.084,0.034,0.017,0.003
0.483,0.446,0.322,0.203,0.082,0.039,0.022,0.014,0.011,0.009,0.008,0.01,0.449,0.33,0.204,0.064,0.021,0.007,0.0,0.446,0.309,0.164,0.036,0.008,0.002,0.0,0.473,0.417,0.346,0.216,0.135,0.082,0.021
0.694,0.577,0.3,0.187,0.124,0.101,0.09,0.081,0.075,0.07,0.066,0.01,0.582,0.218,0.048,0.004,0.001,0.0,0.0,0.561,0.134,0.013,0.0,0.0,0.0,0.0,0.659,0.45,0.25,0.072,0.025,0.011,0.003
0.642,0.558,0.315,0.166,0.072,0.049,0.039,0.033,0.031,0.029,0.027,0.011,0.564,0.295,0.102,0.011,0.001,0.0,0.0,0.554,0.236,0.048,0.002,0.0,0.0,0.0,0.621,0.472,0.31,0.122,0.045,0.02,0.003
0.58,0.52,0.309,0.159,0.05,0.025,0.016,0.011,0.009,0.008,0.007,0.008,0.525,0.311,0.132,0.017,0.002,0.0,0.0,0.519,0.263,0.077,0.004,0.0,0.0,0.0,0.567,0.446,0.303,0.131,0.052,0.026,0.002
0.641,0.551,0.313,0.169,0.081,0.057,0.046,0.041,0.039,0.035,0.033,0.009,0.557,0.279,0.089,0.008,0.001,0.0,0.0,0.545,0.209,0.038,0.002,0.0,0.0,0.0,0.616,0.46,0.295,0.107,0.041,0.021,0.003
0.407,0.388,0.323,0.256,0.156,0.099,0.065,0.044,0.034,0.026,0.02,0.009,0.39,0.33,0.265,0.155,0.088,0.047,0.005,0.389,0.32,0.245,0.127,0.057,0.027,0.002,0.398,0.351,0.294,0.189,0.119,0.074,0.015
0.633,0.551,0.299,0.157,0.072,0.054,0.047,0.042,0.04,0.04,0.039,0.008,0.558,0.275,0.087,0.01,0.001,0.0,0.0,0.546,0.209,0.039,0.001,0.0,0.0,0.0,0.615,0.464,0.3,0.111,0.044,0.023,0.004
0.696,0.591,0.323,0.198,0.127,0.103,0.091,0.083,0.08,0.075,0.074,0.01,0.596,0.262,0.073,0.007,0.001,0.001,0.0,0.58,0.177,0.025,0.001,0.0,0.0,0.0,0.661,0.457,0.266,0.081,0.029,0.012,0.002
0.471,0.447,0.358,0.269,0.16,0.098,0.068,0.045,0.033,0.026,0.023,0.011,0.45,0.366,0.274,0.149,0.076,0.036,0.002,0.448,0.354,0.248,0.108,0.045,0.016,0.0,0.461,0.394,0.31,0.19,0.106,0.059,0.01
0.682,0.566,0.28,0.162,0.103,0.081,0.073,0.066,0.062,0.059,0.056,0.01,0.572,0.213,0.045,0.004,0.0,0.0,0.0,0.554,0.134,0.014,0.0,0.0,0.0,0.0,0.651,0.436,0.235,0.068,0.024,0.013,0.002
0.69,0.573,0.293,0.173,0.113,0.093,0.079,0.071,0.066,0.062,0.061,0.01,0.578,0.215,0.048,0.003,0.0,0.0,0.0,0.557,0.13,0.014,0.0,0.0,0.0,0.0,0.656,0.43,0.236,0.072,0.025,0.013,0.003
0.72,0.601,0.337,0.232,0.168,0.142,0.126,0.112,0.103,0.093,0.089,0.004,0.604,0.234,0.066,0.006,0.002,0.0,0.0,0.582,0.144,0.016,0.001,0.0,0.0,0.0,0.68,0.459,0.258,0.083,0.03,0.014,0.003
0.704,0.572,0.284,0.173,0.119,0.1,0.09,0.08,0.076,0.072,0.068,0.01,0.578,0.194,0.042,0.003,0.001,0.0,0.0,0.555,0.113,0.01,0.0,0.0,0.0,0.0,0.663,0.422,0.22,0.062,0.021,0.011,0.002
0.688,0.587,0.329,0.201,0.14,0.121,0.114,0.107,0.098,0.092,0.084,0.01,0.592,0.261,0.079,0.009,0.001,0.0,0.0,0.578,0.18,0.031,0.001,0.0,0.0,0.0,0.658,0.464,0.27,0.094,0.039,0.017,0.003
0.587,0.485,0.215,0.093,0.039,0.03,0.026,0.024,0.023,0.023,0.023,0.01,0.493,0.188,0.036,0.001,0.0,0.0,0.0,0.48,0.125,0.01,0.0,0.0,0.0,0.0,0.562,0.392,0.227,0.076,0.025,0.014,0.003
0.633,0.551,0.299,0.157,0.072,0.054,0.047,0.042,0.04,0.04,0.039,0.008,0.558,0.275,0.087,0.01,0.001,0.0,0.0,0.546,0.209,0.039,0.001,0.0,0.0,0.0,0.615,0.464,0.3,0.111,0.044,0.023,0.004
0.674,0.565,0.293,0.178,0.114,0.094,0.083,0.075,0.067,0.06,0.056,0.01,0.572,0.227,0.055,0.005,0.0,0.0,0.0,0.554,0.147,0.019,0.0,0.0,0.0,0.0,0.645,0.456,0.264,0.085,0.034,0.015,0.003
0.394,0.375,0.308,0.243,0.153,0.096,0.063,0.046,0.035,0.027,0.022,0.009,0.377,0.316,0.251,0.149,0.083,0.042,0.005,0.375,0.305,0.232,0.116,0.053,0.022,0.002,0.383,0.328,0.259,0.161,0.092,0.049,0.009
0.636,0.552,0.293,0.163,0.082,0.06,0.053,0.049,0.047,0.046,0.044,0.008,0.559,0.267,0.085,0.01,0.001,0.0,0.0,0.546,0.202,0.038,0.001,0.0,0.0,0.0,0.617,0.467,0.298,0.118,0.046,0.023,0.004
0.666,0.549,0.259,0.138,0.082,0.064,0.055,0.049,0.045,0.041,0.037,0.01,0.557,0.203,0.044,0.003,0.001,0.0,0.0,0.537,0.126,0.013,0.001,0.0,0.0,0.0,0.633,0.427,0.233,0.064,0.022,0.009,0.002
0.575,0.512,0.314,0.192,0.104,0.078,0.067,0.059,0.056,0.052,0.05,0.008,0.518,0.305,0.142,0.029,0.008,0.003,0.0,0.509,0.259,0.086,0.011,0.002,0.0,0.0,0.552,0.398,0.249,0.094,0.042,0.02,0.003
0.666,0.555,0.278,0.159,0.1,0.085,0.076,0.072,0.067,0.062,0.06,0.01,0.561,0.216,0.048,0.004,0.0,0.0,0.0,0.546,0.144,0.018,0.0,0.0,0.0,0.0,0.637,0.441,0.251,0.081,0.029,0.015,0.002
0.726,0.611,0.355,0.245,0.176,0.145,0.128,0.116,0.107,0.1,0.094,0.01,0.614,0.254,0.075,0.008,0.002,0.0,0.0,0.594,0.159,0.022,0.001,0.0,0.0,0.0,0.691,0.477,0.278,0.093,0.037,0.017,0.003
0.615,0.515,0.266,0.148,0.078,0.056,0.046,0.041,0.038,0.038,0.035,0.012,0.52,0.218,0.055,0.003,0.0,0.0,0.0,0.507,0.144,0.017,0.0,0.0,0.0,0.0,0.587,0.406,0.233,0.072,0.027,0.011,0.002
0.671,0.559,0.284,0.167,0.107,0.088,0.081,0.072,0.066,0.062,0.057,0.01,0.565,0.213,0.051,0.003,0.0,0.0,0.0,0.547,0.139,0.017,0.0,0.0,0.0,0.0,0.646,0.442,0.246,0.085,0.032,0.017,0.003
0.708,0.598,0.331,0.216,0.148,0.125,0.112,0.102,0.094,0.088,0.084,0.009,0.603,0.26,0.072,0.007,0.001,0.0,0.0,0.586,0.171,0.024,0.001,0.0,0.0,0.0,0.675,0.467,0.264,0.081,0.03,0.012,0.003
0.594,0.537,0.352,0.224,0.119,0.083,0.069,0.06,0.054,0.051,0.049,0.01,0.542,0.344,0.17,0.034,0.007,0.002,0.0,0.534,0.296,0.103,0.011,0.001,0.0,0.0,0.576,0.445,0.305,0.126,0.057,0.025,0.004
0.654,0.532,0.245,0.132,0.082,0.068,0.061,0.057,0.053,0.049,0.046,0.011,0.54,0.185,0.038,0.003,0.001,0.0,0.0,0.517,0.11,0.011,0.0,0.0,0.0,0.0,0.623,0.41,0.226,0.07,0.027,0.013,0.003
0.655,0.58,0.342,0.194,0.095,0.07,0.062,0.058,0.056,0.055,0.052,0.01,0.587,0.329,0.131,0.02,0.003,0.001,0.0,0.576,0.267,0.067,0.004,0.001,0.0,0.0,0.636,0.5,0.336,0.14,0.057,0.026,0.003
0.692,0.571,0.31,0.206,0.144,0.121,0.107,0.102,0.096,0.091,0.084,0.01,0.575,0.227,0.056,0.006,0.001,0.0,0.0,0.555,0.139,0.017,0.0,0.0,0.0,0.0,0.656,0.439,0.245,0.076,0.03,0.012,0.002
0.606,0.544,0.332,0.198,0.095,0.065,0.054,0.05,0.047,0.044,0.043,0.01,0.549,0.323,0.145,0.023,0.006,0.002,0.0,0.54,0.277,0.083,0.008,0.002,0.0,0.0,0.586,0.462,0.318,0.138,0.055,0.026,0.004
0.403,0.387,0.323,0.255,0.16,0.101,0.067,0.044,0.032,0.024,0.019,0.007,0.388,0.329,0.265,0.159,0.088,0.05,0.006,0.386,0.32,0.244,0.127,0.059,0.027,0.002,0.395,0.347,0.285,0.183,0.108,0.067,0.013
0.673,0.549,0.251,0.137,0.08,0.064,0.057,0.05,0.047,0.047,0.045,0.01,0.554,0.183,0.037,0.002,0.001,0.0,0.0,0.534,0.111,0.011,0.0,0.0,0.0,0.0,0.639,0.418,0.215,0.064,0.024,0.01,0.002
0.625,0.525,0.264,0.149,0.079,0.054,0.043,0.04,0.038,0.035,0.035,0.01,0.529,0.209,0.054,0.002,0.0,0.0,0.0,0.514,0.141,0.015,0.0,0.0,0.0,0.0,0.598,0.41,0.233,0.082,0.031,0.013,0.002
0.634,0.534,0.266,0.143,0.074,0.056,0.047,0.042,0.041,0.037,0.033,0.01,0.541,0.224,0.061,0.004,0.0,0.0,0.0,0.527,0.16,0.022,0.0,0.0,0.0,0.0,0.608,0.442,0.268,0.099,0.04,0.018,0.002
0.666,0.571,0.32,0.197,0.118,0.092,0.078,0.072,0.064,0.06,0.057,0.009,0.576,0.279,0.085,0.01,0.001,0.0,0.0,0.563,0.202,0.033,0.001,0.0,0.0,0.0,0.64,0.465,0.288,0.097,0.036,0.014,0.002
0.687,0.59,0.326,0.198,0.137,0.118,0.109,0.098,0.09,0.083,0.079,0.009,0.595,0.275,0.08,0.009,0.002,0.001,0.0,0.58,0.19,0.029,0.002,0.0,0.0,0.0,0.667,0.489,0.296,0.104,0.04,0.018,0.005
0.693,0.562,0.266,0.158,0.106,0.09,0.084,0.074,0.066,0.059,0.055,0.01,0.566,0.183,0.033,0.001,0.001,0.0,0.0,0.547,0.104,0.006,0.0,0.0,0.0,0.0,0.657,0.423,0.218,0.06,0.02,0.008,0.003
0.615,0.515,0.266,0.148,0.078,0.056,0.046,0.041,0.038,0.038,0.035,0.012,0.52,0.218,0.055,0.003,0.0,0.0,0.0,0.507,0.144,0.017,0.0,0.0,0.0,0.0,0.587,0.406,0.233,0.072,0.027,0.011,0.002
0.365,0.35,0.296,0.236,0.15,0.097,0.065,0.045,0.032,0.023,0.019,0.009,0.352,0.303,0.244,0.15,0.088,0.049,0.006,0.351,0.294,0.228,0.122,0.06,0.028,0.002,0.357,0.317,0.262,0.169,0.108,0.067,0.013
0.593,0.486,0.214,0.094,0.041,0.031,0.025,0.023,0.021,0.021,0.02,0.01,0.494,0.186,0.04,0.002,0.0,0.0,0.0,0.48,0.12,0.014,0.0,0.0,0.0,0.0,0.568,0.396,0.231,0.08,0.029,0.013,0.004
0.614,0.553,0.362,0.217,0.106,0.067,0.054,0.046,0.042,0.041,0.038,0.01,0.557,0.355,0.169,0.031,0.007,0.001,0.0,0.551,0.307,0.103,0.01,0.001,0.0,0.0,0.6,0.489,0.358,0.169,0.074,0.037,0.004
0.683,0.577,0.307,0.187,0.113,0.091,0.078,0.069,0.065,0.062,0.058,0.01,0.583,0.243,0.066,0.006,0.001,0.0,0.0,0.567,0.163,0.024,0.001,0.0,0.0,0.0,0.651,0.45,0.258,0.082,0.03,0.013,0.002
0.688,0.568,0.299,0.183,0.122,0.107,0.099,0.095,0.09,0.084,0.08,0.009,0.573,0.209,0.046,0.003,0.001,0.0,0.0,0.554,0.125,0.011,0.0,0.0,0.0,0.0,0.656,0.445,0.243,0.075,0.024,0.013,0.003
0.471,0.447,0.358,0.269,0.16,0.098,0.068,0.045,0.033,0.026,0.023,0.011,0.45,0.366,0.274,0.149,0.076,0.036,0.002,0.448,0.354,0.248,0.108,0.045,0.016,0.0,0.461,0.394,0.31,0.19,0.106,0.059,0.01
0.693,0.576,0.291,0.174,0.115,0.095,0.085,0.079,0.075,0.071,0.068,0.01,0.581,0.221,0.052,0.005,0.001,0.0,0.0,0.562,0.136,0.016,0.0,0.0,0.0,0.0,0.659,0.451,0.251,0.079,0.03,0.013,0.002
0.719,0.602,0.317,0.201,0.134,0.108,0.094,0.086,0.081,0.077,0.071,0.01,0.608,0.224,0.054,0.004,0.001,0.0,0.0,0.588,0.14,0.013,0.0,0.0,0.0,0.0,0.682,0.463,0.251,0.074,0.025,0.013,0.002
0.631,0.552,0.317,0.18,0.084,0.06,0.047,0.041,0.038,0.035,0.033,0.01,0.558,0.292,0.108,0.013,0.002,0.0,0.0,0.547,0.231,0.049,0.003,0.0,0.0,0.0,0.614,0.478,0.325,0.143,0.06,0.028,0.005
0.689,0.584,0.318,0.196,0.131,0.113,0.102,0.095,0.091,0.088,0.085,0.009,0.591,0.25,0.067,0.007,0.001,0.0,0.0,0.574,0.165,0.021,0.001,0.0,0.0,0.0,0.656,0.452,0.251,0.069,0.024,0.01,0.002
0.701,0.576,0.29,0.182,0.129,0.111,0.101,0.094,0.087,0.083,0.077,0.01,0.583,0.204,0.046,0.004,0.001,0.0,0.0,0.56,0.12,0.012,0.0,0.0,0.0,0.0,0.665,0.436,0.228,0.067,0.024,0.012,0.003
0.657,0.529,0.237,0.125,0.08,0.07,0.067,0.062,0.065,0.062,0.058,0.011,0.535,0.175,0.031,0.002,0.0,0.0,0.0,0.515,0.104,0.01,0.0,0.0,0.0,0.0,0.618,0.394,0.209,0.057,0.02,0.009,0.003
0.686,0.581,0.311,0.19,0.117,0.091,0.08,0.071,0.066,0.06,0.056,0.01,0.586,0.244,0.066,0.005,0.001,0.0,0.0,0.571,0.167,0.02,0.001,0.0,0.0,0.0,0.655,0.461,0.27,0.091,0.031,0.014,0.002
0.471,0.447,0.358,0.269,0.16,0.098,0.068,0.045,0.033,0.026,0.023,0.011,0.45,0.366,0.274,0.149,0.076,0.036,0.002,0.448,0.354,0.248,0.108,0.045,0.016,0.0,0.461,0.394,0.31,0.19,0.106,0.059,0.01
0.501,0.472,0.367,0.259,0.132,0.067,0.042,0.029,0.019,0.014,0.011,0.01,0.476,0.376,0.264,0.114,0.045,0.018,0.001,0.472,0.356,0.228,0.07,0.02,0.007,0.0,0.493,0.422,0.332,0.188,0.1,0.057,0.01
0.696,0.579,0.316,0.213,0.16,0.14,0.13,0.121,0.118,0.114,0.111,0.01,0.585,0.238,0.067,0.01,0.003,0.001,0.0,0.564,0.148,0.021,0.001,0.0,0.0,0.0,0.666,0.458,0.265,0.088,0.033,0.013,0.001
0.691,0.574,0.306,0.197,0.138,0.119,0.106,0.096,0.089,0.082,0.078,0.007,0.581,0.228,0.056,0.004,0.001,0.0,0.0,0.561,0.144,0.015,0.0,0.0,0.0,0.0,0.66,0.449,0.256,0.078,0.029,0.013,0.002
0.69,0.571,0.306,0.199,0.13,0.11,0.099,0.09,0.086,0.082,0.078,0.01,0.575,0.227,0.059,0.006,0.001,0.0,0.0,0.558,0.143,0.016,0.001,0.0,0.0,0.0,0.652,0.438,0.244,0.08,0.03,0.014,0.002
0.703,0.58,0.297,0.19,0.133,0.109,0.094,0.088,0.082,0.075,0.071,0.009,0.585,0.205,0.046,0.004,0.0,0.0,0.0,0.563,0.118,0.011,0.0,0.0,0.0,0.0,0.666,0.447,0.24,0.068,0.025,0.01,0.003
0.617,0.546,0.333,0.18,0.075,0.053,0.044,0.039,0.033,0.029,0.027,0.008,0.553,0.324,0.128,0.019,0.003,0.001,0.0,0.544,0.269,0.071,0.004,0.0,0.0,0.0,0.603,0.495,0.353,0.155,0.072,0.036,0.006
0.613,0.522,0.268,0.135,0.065,0.052,0.043,0.039,0.039,0.036,0.034,0.01,0.53,0.242,0.064,0.004,0.0,0.0,0.0,0.519,0.178,0.025,0.001,0.0,0.0,0.0,0.592,0.433,0.271,0.095,0.037,0.017,0.003
0.639,0.574,0.372,0.248,0.149,0.11,0.095,0.086,0.08,0.076,0.07,0.01,0.58,0.347,0.168,0.034,0.008,0.002,0.0,0.568,0.288,0.088,0.007,0.001,0.0,0.0,0.624,0.49,0.335,0.147,0.064,0.031,0.006
0.471,0.447,0.358,0.269,0.16,0.098,0.068,0.045,0.033,0.026,0.023,0.011,0.45,0.366,0.274,0.149,0.076,0.036,0.002,0.448,0.354,0.248,0.108,0.045,0.016,0.0,0.461,0.394,0.31,0.19,0.106,0.059,0.01
0.634,0.555,0.312,0.172,0.084,0.061,0.053,0.046,0.042,0.041,0.04,0.01,0.561,0.286,0.101,0.012,0.002,0.001,0.0,0.551,0.224,0.049,0.003,0.0,0.0,0.0,0.613,0.474,0.314,0.127,0.056,0.025,0.004
0.691,0.585,0.316,0.202,0.136,0.116,0.1,0.093,0.087,0.081,0.075,0.009,0.589,0.239,0.061,0.005,0.001,0.0,0.0,0.568,0.151,0.018,0.001,0.0,0.0,0.0,0.664,0.457,0.258,0.083,0.032,0.014,0.002
