clean_acc,fgsm_Linf_acc0_1,fgsm_Linf_acc0_5,fgsm_Linf_acc1_0,fgsm_Linf_acc2_0,fgsm_Linf_acc3_0,fgsm_Linf_acc4_0,fgsm_Linf_acc5_0,fgsm_Linf_acc6_0,fgsm_Linf_acc7_0,fgsm_Linf_acc8_0,fgsm_Linf_acc255_0,pgd_Linf_acc0_1,pgd_Linf_acc0_5,pgd_Linf_acc1_0,pgd_Linf_acc2_0,pgd_Linf_acc3_0,pgd_Linf_acc4_0,pgd_Linf_acc8_0,aa_apgd_ce_Linf_acc0_1,aa_apgd_ce_Linf_acc0_5,aa_apgd_ce_Linf_acc1_0,aa_apgd_ce_Linf_acc2_0,aa_apgd_ce_Linf_acc3_0,aa_apgd_ce_Linf_acc4_0,aa_apgd_ce_Linf_acc8_0,aa_square_Linf_acc0_1,aa_square_Linf_acc0_5,aa_square_Linf_acc1_0,aa_square_Linf_acc2_0,aa_square_Linf_acc3_0,aa_square_Linf_acc4_0,aa_square_Linf_acc8_0
0.343,0.262,0.099,0.043,0.024,0.022,0.019,0.017,0.016,0.014,0.014,0.009,0.267,0.079,0.016,0.001,0.0,0.0,0.0,0.255,0.051,0.006,0.0,0.0,0.0,0.0,0.282,0.106,0.031,0.005,0.003,0.001,0.0
0.299,0.243,0.114,0.055,0.018,0.012,0.011,0.012,0.012,0.013,0.015,0.008,0.248,0.108,0.036,0.004,0.001,0.0,0.0,0.242,0.085,0.015,0.001,0.0,0.0,0.0,0.265,0.126,0.048,0.009,0.002,0.002,0.0
0.316,0.238,0.079,0.035,0.016,0.015,0.014,0.016,0.015,0.017,0.016,0.008,0.243,0.068,0.011,0.0,0.0,0.0,0.0,0.234,0.039,0.002,0.0,0.0,0.0,0.0,0.257,0.085,0.024,0.005,0.002,0.002,0.0
0.381,0.283,0.096,0.037,0.016,0.018,0.017,0.017,0.017,0.016,0.017,0.006,0.288,0.07,0.008,0.0,0.0,0.0,0.0,0.271,0.039,0.002,0.0,0.0,0.0,0.0,0.305,0.11,0.028,0.005,0.004,0.002,0.0
0.35,0.224,0.068,0.029,0.023,0.025,0.026,0.02,0.019,0.018,0.017,0.006,0.228,0.036,0.003,0.0,0.0,0.0,0.0,0.208,0.013,0.0,0.0,0.0,0.0,0.0,0.268,0.067,0.018,0.005,0.002,0.001,0.0
0.381,0.264,0.087,0.039,0.024,0.023,0.021,0.023,0.021,0.021,0.02,0.008,0.27,0.056,0.006,0.0,0.0,0.0,0.0,0.255,0.027,0.001,0.0,0.0,0.0,0.0,0.294,0.087,0.022,0.005,0.002,0.001,0.0
0.44,0.288,0.089,0.044,0.04,0.04,0.035,0.031,0.028,0.024,0.02,0.008,0.289,0.043,0.004,0.0,0.0,0.0,0.0,0.265,0.014,0.001,0.0,0.0,0.0,0.0,0.313,0.077,0.02,0.005,0.003,0.002,0.0
0.445,0.296,0.09,0.05,0.043,0.041,0.035,0.031,0.031,0.03,0.026,0.008,0.298,0.044,0.005,0.0,0.0,0.0,0.0,0.271,0.018,0.0,0.0,0.0,0.0,0.0,0.325,0.08,0.019,0.007,0.004,0.002,0.0
0.306,0.241,0.098,0.048,0.023,0.019,0.017,0.017,0.017,0.018,0.019,0.007,0.247,0.087,0.024,0.001,0.0,0.0,0.0,0.239,0.059,0.01,0.0,0.0,0.0,0.0,0.262,0.115,0.042,0.007,0.003,0.001,0.0
0.452,0.298,0.094,0.055,0.044,0.036,0.035,0.03,0.029,0.024,0.023,0.008,0.3,0.045,0.005,0.0,0.0,0.0,0.0,0.27,0.016,0.0,0.0,0.0,0.0,0.0,0.328,0.083,0.019,0.006,0.002,0.002,0.0
0.431,0.282,0.091,0.051,0.042,0.037,0.034,0.03,0.029,0.027,0.026,0.008,0.282,0.041,0.005,0.0,0.0,0.0,0.0,0.258,0.016,0.0,0.0,0.0,0.0,0.0,0.312,0.076,0.019,0.006,0.004,0.002,0.0
0.365,0.252,0.08,0.038,0.028,0.027,0.024,0.02,0.016,0.013,0.011,0.007,0.256,0.046,0.007,0.0,0.0,0.0,0.0,0.238,0.022,0.001,0.0,0.0,0.0,0.0,0.276,0.076,0.019,0.005,0.003,0.002,0.0
0.241,0.187,0.074,0.038,0.023,0.017,0.017,0.016,0.014,0.015,0.016,0.005,0.189,0.064,0.016,0.002,0.0,0.0,0.0,0.182,0.041,0.009,0.0,0.0,0.0,0.0,0.213,0.098,0.041,0.013,0.008,0.005,0.001
0.163,0.147,0.103,0.062,0.028,0.016,0.01,0.007,0.005,0.005,0.005,0.009,0.148,0.107,0.065,0.027,0.011,0.005,0.0,0.147,0.099,0.053,0.016,0.007,0.002,0.0,0.15,0.104,0.063,0.021,0.009,0.004,0.001
0.208,0.178,0.108,0.058,0.022,0.011,0.008,0.006,0.006,0.005,0.005,0.007,0.18,0.111,0.056,0.016,0.004,0.002,0.0,0.177,0.1,0.04,0.007,0.001,0.0,0.0,0.182,0.11,0.056,0.013,0.007,0.002,0.0
0.368,0.243,0.073,0.033,0.026,0.03,0.025,0.022,0.022,0.021,0.019,0.008,0.249,0.044,0.004,0.0,0.0,0.0,0.0,0.228,0.02,0.0,0.0,0.0,0.0,0.0,0.28,0.067,0.017,0.004,0.002,0.0,0.0
0.442,0.296,0.091,0.047,0.033,0.032,0.029,0.025,0.024,0.023,0.023,0.008,0.299,0.049,0.004,0.0,0.0,0.0,0.0,0.274,0.017,0.0,0.0,0.0,0.0,0.0,0.327,0.083,0.022,0.004,0.003,0.002,0.0
0.372,0.252,0.067,0.025,0.018,0.014,0.015,0.015,0.016,0.016,0.016,0.01,0.257,0.039,0.004,0.0,0.0,0.0,0.0,0.241,0.016,0.0,0.0,0.0,0.0,0.0,0.278,0.072,0.018,0.005,0.003,0.001,0.0
0.415,0.267,0.085,0.045,0.034,0.032,0.028,0.025,0.021,0.017,0.015,0.007,0.271,0.046,0.006,0.0,0.0,0.0,0.0,0.247,0.016,0.001,0.0,0.0,0.0,0.0,0.296,0.075,0.02,0.007,0.003,0.002,0.0
0.276,0.219,0.089,0.038,0.017,0.015,0.015,0.015,0.016,0.016,0.014,0.01,0.224,0.08,0.019,0.002,0.001,0.0,0.0,0.216,0.056,0.008,0.0,0.0,0.0,0.0,0.247,0.1,0.034,0.007,0.004,0.001,0.0
0.396,0.26,0.077,0.037,0.029,0.027,0.026,0.024,0.023,0.02,0.019,0.009,0.262,0.041,0.004,0.0,0.0,0.0,0.0,0.244,0.017,0.001,0.0,0.0,0.0,0.0,0.286,0.068,0.018,0.005,0.003,0.002,0.0
0.398,0.272,0.076,0.034,0.028,0.029,0.025,0.023,0.02,0.02,0.019,0.008,0.275,0.042,0.006,0.0,0.0,0.0,0.0,0.255,0.018,0.001,0.0,0.0,0.0,0.0,0.301,0.078,0.02,0.005,0.003,0.002,0.0
0.32,0.23,0.072,0.038,0.024,0.024,0.024,0.02,0.018,0.016,0.014,0.008,0.235,0.052,0.008,0.0,0.0,0.0,0.0,0.219,0.026,0.002,0.0,0.0,0.0,0.0,0.259,0.082,0.023,0.006,0.003,0.002,0.001
0.181,0.152,0.083,0.043,0.015,0.009,0.006,0.006,0.007,0.007,0.007,0.008,0.154,0.085,0.039,0.006,0.002,0.001,0.0,0.15,0.071,0.024,0.004,0.001,0.0,0.0,0.158,0.081,0.035,0.008,0.002,0.002,0.0
0.343,0.262,0.099,0.043,0.024,0.022,0.019,0.017,0.016,0.014,0.014,0.009,0.267,0.079,0.016,0.001,0.0,0.0,0.0,0.255,0.051,0.006,0.0,0.0,0.0,0.0,0.282,0.106,0.031,0.005,0.003,0.001,0.0
0.323,0.234,0.085,0.038,0.025,0.023,0.018,0.02,0.019,0.02,0.019,0.008,0.239,0.065,0.011,0.0,0.0,0.0,0.0,0.229,0.036,0.002,0.0,0.0,0.0,0.0,0.258,0.086,0.026,0.006,0.002,0.001,0.001
0.415,0.278,0.075,0.036,0.029,0.028,0.025,0.023,0.021,0.023,0.019,0.009,0.283,0.039,0.004,0.0,0.0,0.0,0.0,0.26,0.014,0.0,0.0,0.0,0.0,0.0,0.303,0.069,0.017,0.003,0.002,0.002,0.001
0.436,0.289,0.094,0.049,0.042,0.038,0.039,0.033,0.031,0.025,0.022,0.009,0.289,0.048,0.007,0.0,0.0,0.0,0.0,0.266,0.017,0.001,0.0,0.0,0.0,0.0,0.315,0.085,0.022,0.006,0.003,0.001,0.0
0.277,0.206,0.064,0.025,0.012,0.01,0.011,0.012,0.013,0.012,0.013,0.008,0.21,0.054,0.01,0.001,0.0,0.0,0.0,0.203,0.034,0.003,0.0,0.0,0.0,0.0,0.239,0.072,0.022,0.003,0.002,0.0,0.0
0.398,0.273,0.079,0.037,0.027,0.025,0.023,0.023,0.018,0.016,0.016,0.008,0.28,0.045,0.006,0.0,0.0,0.0,0.0,0.258,0.02,0.001,0.0,0.0,0.0,0.0,0.297,0.079,0.02,0.003,0.002,0.002,0.0
0.258,0.216,0.108,0.049,0.013,0.008,0.006,0.005,0.005,0.006,0.005,0.008,0.22,0.11,0.04,0.004,0.0,0.0,0.0,0.215,0.089,0.019,0.001,0.0,0.0,0.0,0.234,0.12,0.052,0.01,0.005,0.003,0.001
0.161,0.14,0.075,0.039,0.017,0.012,0.009,0.009,0.008,0.008,0.008,0.009,0.142,0.077,0.032,0.009,0.002,0.001,0.0,0.138,0.063,0.022,0.004,0.0,0.0,0.0,0.146,0.075,0.036,0.01,0.003,0.001,0.0
0.396,0.267,0.074,0.035,0.028,0.029,0.028,0.03,0.027,0.026,0.023,0.006,0.27,0.04,0.006,0.0,0.0,0.0,0.0,0.252,0.017,0.0,0.0,0.0,0.0,0.0,0.292,0.072,0.019,0.005,0.003,0.001,0.0
0.372,0.251,0.071,0.029,0.017,0.016,0.017,0.016,0.015,0.015,0.013,0.008,0.257,0.045,0.006,0.0,0.0,0.0,0.0,0.24,0.02,0.0,0.0,0.0,0.0,0.0,0.277,0.073,0.019,0.004,0.002,0.001,0.0
0.387,0.258,0.08,0.042,0.034,0.029,0.026,0.02,0.016,0.013,0.012,0.007,0.262,0.049,0.004,0.0,0.0,0.0,0.0,0.242,0.018,0.001,0.0,0.0,0.0,0.0,0.284,0.077,0.017,0.005,0.002,0.002,0.0
0.242,0.202,0.102,0.05,0.016,0.011,0.011,0.01,0.01,0.011,0.01,0.009,0.206,0.1,0.038,0.004,0.0,0.0,0.0,0.201,0.082,0.02,0.001,0.0,0.0,0.0,0.225,0.119,0.058,0.016,0.008,0.005,0.001
0.438,0.287,0.094,0.056,0.044,0.037,0.034,0.029,0.027,0.023,0.023,0.008,0.287,0.045,0.004,0.0,0.0,0.0,0.0,0.264,0.015,0.0,0.0,0.0,0.0,0.0,0.315,0.08,0.018,0.003,0.002,0.002,0.0
0.322,0.227,0.076,0.036,0.023,0.021,0.017,0.016,0.016,0.016,0.014,0.009,0.23,0.052,0.01,0.0,0.0,0.0,0.0,0.218,0.028,0.002,0.0,0.0,0.0,0.0,0.262,0.079,0.024,0.006,0.003,0.002,0.0
0.363,0.25,0.087,0.039,0.028,0.028,0.023,0.022,0.022,0.02,0.018,0.009,0.257,0.055,0.008,0.001,0.0,0.0,0.0,0.241,0.026,0.002,0.0,0.0,0.0,0.0,0.281,0.088,0.023,0.007,0.003,0.001,0.0
0.292,0.231,0.091,0.036,0.011,0.006,0.006,0.006,0.006,0.007,0.006,0.009,0.236,0.086,0.023,0.002,0.0,0.0,0.0,0.23,0.064,0.01,0.001,0.0,0.0,0.0,0.253,0.099,0.027,0.006,0.003,0.002,0.0
0.395,0.263,0.079,0.039,0.029,0.026,0.026,0.023,0.02,0.017,0.016,0.008,0.266,0.041,0.005,0.0,0.0,0.0,0.0,0.248,0.018,0.0,0.0,0.0,0.0,0.0,0.288,0.07,0.016,0.004,0.001,0.002,0.0
0.39,0.276,0.09,0.045,0.028,0.028,0.03,0.028,0.026,0.024,0.023,0.008,0.282,0.053,0.01,0.0,0.0,0.0,0.0,0.262,0.026,0.002,0.0,0.0,0.0,0.0,0.298,0.088,0.023,0.006,0.002,0.002,0.001
0.32,0.23,0.072,0.038,0.024,0.024,0.024,0.02,0.018,0.016,0.014,0.008,0.235,0.052,0.008,0.0,0.0,0.0,0.0,0.219,0.026,0.002,0.0,0.0,0.0,0.0,0.259,0.082,0.023,0.006,0.003,0.002,0.001
0.328,0.241,0.073,0.03,0.02,0.022,0.021,0.02,0.017,0.017,0.016,0.008,0.245,0.056,0.009,0.0,0.0,0.0,0.0,0.232,0.029,0.002,0.0,0.0,0.0,0.0,0.271,0.082,0.023,0.005,0.003,0.001,0.0
0.391,0.259,0.077,0.036,0.028,0.027,0.025,0.022,0.021,0.02,0.018,0.009,0.264,0.046,0.006,0.0,0.0,0.0,0.0,0.245,0.018,0.001,0.0,0.0,0.0,0.0,0.295,0.08,0.02,0.005,0.004,0.001,0.0
0.214,0.193,0.119,0.063,0.022,0.008,0.005,0.003,0.002,0.002,0.002,0.009,0.195,0.125,0.065,0.017,0.005,0.001,0.0,0.192,0.113,0.049,0.008,0.002,0.0,0.0,0.2,0.129,0.074,0.022,0.008,0.004,0.001
0.425,0.288,0.083,0.04,0.031,0.033,0.029,0.025,0.023,0.022,0.019,0.008,0.292,0.047,0.005,0.0,0.0,0.0,0.0,0.272,0.02,0.0,0.0,0.0,0.0,0.0,0.316,0.078,0.022,0.007,0.002,0.001,0.001
0.425,0.283,0.082,0.041,0.032,0.03,0.026,0.022,0.018,0.016,0.017,0.009,0.288,0.04,0.006,0.0,0.0,0.0,0.0,0.262,0.016,0.0,0.0,0.0,0.0,0.0,0.315,0.072,0.019,0.005,0.003,0.002,0.001
0.387,0.269,0.081,0.033,0.025,0.024,0.023,0.02,0.017,0.016,0.015,0.008,0.276,0.053,0.005,0.0,0.0,0.0,0.0,0.259,0.023,0.001,0.0,0.0,0.0,0.0,0.294,0.081,0.02,0.004,0.002,0.0,0.0
0.22,0.172,0.068,0.034,0.018,0.016,0.014,0.013,0.011,0.011,0.011,0.008,0.176,0.06,0.014,0.001,0.0,0.0,0.0,0.17,0.044,0.006,0.0,0.0,0.0,0.0,0.187,0.092,0.034,0.013,0.006,0.004,0.001
0.461,0.304,0.096,0.059,0.051,0.044,0.041,0.035,0.033,0.03,0.024,0.007,0.303,0.042,0.005,0.0,0.0,0.0,0.0,0.274,0.017,0.0,0.0,0.0,0.0,0.0,0.332,0.08,0.02,0.006,0.003,0.002,0.0
0.421,0.286,0.093,0.051,0.041,0.033,0.031,0.027,0.025,0.026,0.025,0.008,0.289,0.047,0.007,0.0,0.0,0.0,0.0,0.265,0.02,0.001,0.0,0.0,0.0,0.0,0.312,0.077,0.02,0.004,0.003,0.002,0.0
0.165,0.151,0.102,0.064,0.029,0.016,0.009,0.007,0.006,0.004,0.004,0.009,0.152,0.106,0.067,0.026,0.011,0.004,0.0,0.151,0.1,0.055,0.018,0.005,0.002,0.0,0.153,0.104,0.063,0.023,0.008,0.003,0.001
0.372,0.246,0.074,0.036,0.027,0.028,0.029,0.03,0.03,0.026,0.024,0.007,0.252,0.044,0.005,0.0,0.0,0.0,0.0,0.23,0.02,0.001,0.0,0.0,0.0,0.0,0.278,0.072,0.018,0.004,0.002,0.002,0.0
0.435,0.28,0.085,0.048,0.037,0.032,0.029,0.026,0.025,0.021,0.02,0.008,0.284,0.046,0.004,0.0,0.0,0.0,0.0,0.258,0.018,0.001,0.0,0.0,0.0,0.0,0.308,0.078,0.017,0.004,0.003,0.001,0.0
0.379,0.255,0.076,0.038,0.028,0.028,0.027,0.022,0.018,0.016,0.015,0.008,0.26,0.047,0.006,0.0,0.0,0.0,0.0,0.24,0.021,0.001,0.0,0.0,0.0,0.0,0.282,0.076,0.019,0.004,0.002,0.001,0.0
0.395,0.267,0.083,0.042,0.036,0.032,0.029,0.024,0.022,0.021,0.02,0.01,0.27,0.044,0.006,0.0,0.0,0.0,0.0,0.249,0.017,0.001,0.0,0.0,0.0,0.0,0.302,0.078,0.021,0.006,0.002,0.002,0.0
0.368,0.241,0.064,0.031,0.026,0.023,0.023,0.021,0.017,0.016,0.015,0.009,0.246,0.035,0.004,0.0,0.0,0.0,0.0,0.225,0.013,0.001,0.0,0.0,0.0,0.0,0.282,0.066,0.019,0.006,0.004,0.001,0.0
0.179,0.162,0.108,0.063,0.028,0.017,0.013,0.011,0.008,0.006,0.005,0.007,0.164,0.11,0.062,0.02,0.009,0.004,0.0,0.162,0.099,0.045,0.012,0.004,0.001,0.0,0.166,0.109,0.057,0.02,0.01,0.004,0.001
0.299,0.221,0.073,0.031,0.017,0.014,0.014,0.014,0.015,0.014,0.014,0.007,0.227,0.063,0.012,0.0,0.0,0.0,0.0,0.218,0.039,0.004,0.0,0.0,0.0,0.0,0.251,0.083,0.025,0.003,0.002,0.001,0.0
0.394,0.267,0.082,0.037,0.027,0.028,0.026,0.023,0.021,0.021,0.022,0.008,0.271,0.045,0.005,0.0,0.0,0.0,0.0,0.25,0.021,0.0,0.0,0.0,0.0,0.0,0.298,0.08,0.02,0.005,0.004,0.001,0.0
0.374,0.252,0.077,0.036,0.025,0.022,0.025,0.022,0.017,0.017,0.016,0.008,0.258,0.044,0.005,0.0,0.0,0.0,0.0,0.239,0.019,0.0,0.0,0.0,0.0,0.0,0.279,0.073,0.018,0.006,0.003,0.001,0.0
0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
0.274,0.202,0.07,0.029,0.017,0.015,0.015,0.015,0.017,0.019,0.019,0.009,0.207,0.057,0.01,0.0,0.0,0.0,0.0,0.198,0.033,0.003,0.0,0.0,0.0,0.0,0.237,0.084,0.026,0.006,0.004,0.002,0.0
0.39,0.283,0.09,0.037,0.021,0.021,0.02,0.017,0.017,0.017,0.016,0.008,0.289,0.066,0.008,0.0,0.0,0.0,0.0,0.272,0.031,0.002,0.0,0.0,0.0,0.0,0.3,0.093,0.022,0.007,0.003,0.002,0.0
0.369,0.256,0.085,0.043,0.036,0.033,0.03,0.026,0.022,0.02,0.021,0.006,0.263,0.054,0.008,0.0,0.0,0.0,0.0,0.245,0.026,0.002,0.0,0.0,0.0,0.0,0.279,0.092,0.025,0.005,0.002,0.002,0.0
0.386,0.26,0.075,0.035,0.029,0.025,0.024,0.022,0.018,0.015,0.014,0.008,0.265,0.041,0.006,0.0,0.0,0.0,0.0,0.243,0.016,0.0,0.0,0.0,0.0,0.0,0.291,0.076,0.019,0.005,0.002,0.002,0.0
0.404,0.263,0.078,0.037,0.028,0.025,0.024,0.02,0.017,0.015,0.016,0.009,0.268,0.04,0.004,0.0,0.0,0.0,0.0,0.248,0.018,0.001,0.0,0.0,0.0,0.0,0.291,0.073,0.016,0.004,0.002,0.001,0.0
0.224,0.196,0.114,0.058,0.02,0.009,0.005,0.005,0.005,0.005,0.006,0.009,0.199,0.12,0.057,0.013,0.003,0.0,0.0,0.195,0.105,0.04,0.005,0.001,0.0,0.0,0.206,0.128,0.07,0.019,0.006,0.004,0.0
0.415,0.278,0.085,0.044,0.034,0.031,0.029,0.029,0.025,0.025,0.022,0.009,0.28,0.043,0.004,0.0,0.0,0.0,0.0,0.257,0.017,0.0,0.0,0.0,0.0,0.0,0.312,0.084,0.018,0.006,0.004,0.002,0.0
0.212,0.19,0.12,0.07,0.033,0.019,0.013,0.01,0.008,0.008,0.007,0.009,0.192,0.124,0.068,0.021,0.006,0.003,0.0,0.19,0.11,0.05,0.011,0.003,0.001,0.0,0.196,0.124,0.07,0.021,0.008,0.004,0.0
0.44,0.304,0.098,0.05,0.04,0.037,0.031,0.026,0.023,0.023,0.022,0.009,0.305,0.049,0.006,0.0,0.0,0.0,0.0,0.282,0.017,0.001,0.0,0.0,0.0,0.0,0.328,0.081,0.022,0.005,0.002,0.002,0.0
0.341,0.252,0.081,0.032,0.02,0.017,0.017,0.017,0.017,0.016,0.016,0.008,0.256,0.062,0.009,0.0,0.0,0.0,0.0,0.246,0.036,0.002,0.0,0.0,0.0,0.0,0.276,0.09,0.028,0.005,0.003,0.002,0.0
0.334,0.238,0.077,0.035,0.019,0.018,0.017,0.017,0.017,0.015,0.014,0.008,0.242,0.058,0.01,0.0,0.0,0.0,0.0,0.229,0.03,0.002,0.0,0.0,0.0,0.0,0.267,0.087,0.028,0.006,0.002,0.001,0.0
0.396,0.269,0.079,0.037,0.03,0.026,0.024,0.022,0.023,0.022,0.02,0.008,0.271,0.043,0.007,0.0,0.0,0.0,0.0,0.253,0.019,0.001,0.0,0.0,0.0,0.0,0.295,0.081,0.022,0.003,0.002,0.002,0.0
0.432,0.279,0.091,0.047,0.038,0.03,0.028,0.026,0.022,0.018,0.019,0.007,0.283,0.046,0.006,0.0,0.0,0.0,0.0,0.256,0.018,0.0,0.0,0.0,0.0,0.0,0.314,0.079,0.021,0.006,0.003,0.002,0.001
0.399,0.258,0.077,0.043,0.035,0.034,0.031,0.025,0.02,0.014,0.014,0.008,0.262,0.039,0.004,0.0,0.0,0.0,0.0,0.241,0.016,0.001,0.0,0.0,0.0,0.0,0.291,0.072,0.02,0.006,0.002,0.002,0.0
0.383,0.273,0.084,0.032,0.017,0.017,0.018,0.018,0.019,0.018,0.017,0.009,0.279,0.06,0.008,0.0,0.0,0.0,0.0,0.263,0.028,0.001,0.0,0.0,0.0,0.0,0.293,0.087,0.022,0.005,0.002,0.002,0.0
0.163,0.147,0.103,0.062,0.028,0.016,0.01,0.007,0.005,0.005,0.005,0.009,0.148,0.107,0.065,0.027,0.011,0.005,0.0,0.147,0.099,0.053,0.016,0.007,0.002,0.0,0.15,0.104,0.063,0.021,0.009,0.004,0.001
0.427,0.288,0.091,0.05,0.04,0.038,0.033,0.026,0.022,0.019,0.016,0.008,0.29,0.044,0.005,0.0,0.0,0.0,0.0,0.262,0.018,0.0,0.0,0.0,0.0,0.0,0.314,0.086,0.022,0.005,0.002,0.002,0.0
0.38,0.26,0.079,0.039,0.026,0.027,0.024,0.02,0.021,0.018,0.016,0.009,0.263,0.046,0.004,0.0,0.0,0.0,0.0,0.247,0.02,0.0,0.0,0.0,0.0,0.0,0.292,0.076,0.02,0.004,0.002,0.001,0.001
0.385,0.26,0.082,0.041,0.033,0.032,0.03,0.029,0.031,0.03,0.029,0.008,0.262,0.047,0.007,0.0,0.0,0.0,0.0,0.245,0.024,0.001,0.0,0.0,0.0,0.0,0.285,0.076,0.021,0.006,0.004,0.001,0.0
0.395,0.266,0.076,0.04,0.03,0.03,0.025,0.026,0.023,0.022,0.02,0.008,0.267,0.039,0.004,0.0,0.0,0.0,0.0,0.242,0.015,0.0,0.0,0.0,0.0,0.0,0.298,0.071,0.016,0.005,0.002,0.001,0.0
0.396,0.264,0.075,0.033,0.022,0.024,0.019,0.018,0.017,0.016,0.016,0.007,0.27,0.043,0.005,0.0,0.0,0.0,0.0,0.247,0.018,0.001,0.0,0.0,0.0,0.0,0.298,0.075,0.018,0.006,0.004,0.001,0.0
0.439,0.291,0.079,0.041,0.032,0.032,0.026,0.024,0.022,0.02,0.017,0.008,0.295,0.04,0.003,0.0,0.0,0.0,0.0,0.27,0.016,0.001,0.0,0.0,0.0,0.0,0.322,0.076,0.016,0.005,0.003,0.001,0.0
0.332,0.232,0.067,0.022,0.015,0.015,0.016,0.015,0.015,0.015,0.015,0.008,0.237,0.044,0.004,0.0,0.0,0.0,0.0,0.223,0.022,0.001,0.0,0.0,0.0,0.0,0.26,0.068,0.014,0.004,0.002,0.002,0.0
0.319,0.22,0.057,0.02,0.012,0.015,0.014,0.013,0.012,0.014,0.013,0.007,0.226,0.042,0.004,0.0,0.0,0.0,0.0,0.214,0.022,0.001,0.0,0.0,0.0,0.0,0.257,0.07,0.014,0.004,0.002,0.002,0.0
0.394,0.272,0.086,0.041,0.028,0.03,0.03,0.027,0.025,0.023,0.024,0.01,0.277,0.052,0.007,0.0,0.0,0.0,0.0,0.26,0.025,0.001,0.0,0.0,0.0,0.0,0.294,0.082,0.021,0.004,0.002,0.002,0.0
0.266,0.203,0.07,0.027,0.015,0.014,0.015,0.012,0.012,0.012,0.012,0.007,0.208,0.057,0.01,0.001,0.0,0.0,0.0,0.2,0.037,0.004,0.0,0.0,0.0,0.0,0.231,0.083,0.024,0.008,0.003,0.002,0.0
0.399,0.263,0.075,0.034,0.025,0.025,0.022,0.02,0.021,0.019,0.017,0.008,0.268,0.045,0.005,0.0,0.0,0.0,0.0,0.249,0.018,0.001,0.0,0.0,0.0,0.0,0.285,0.08,0.019,0.004,0.002,0.001,0.0
0.164,0.148,0.104,0.064,0.029,0.016,0.01,0.008,0.007,0.006,0.005,0.006,0.15,0.108,0.067,0.026,0.01,0.005,0.001,0.148,0.101,0.054,0.017,0.006,0.003,0.0,0.151,0.102,0.062,0.023,0.009,0.005,0.001
0.278,0.199,0.063,0.027,0.016,0.014,0.015,0.013,0.011,0.009,0.011,0.008,0.204,0.051,0.009,0.001,0.0,0.0,0.0,0.196,0.027,0.002,0.0,0.0,0.0,0.0,0.233,0.075,0.024,0.007,0.002,0.001,0.0
0.427,0.279,0.078,0.039,0.033,0.031,0.028,0.023,0.02,0.016,0.016,0.009,0.284,0.041,0.004,0.0,0.0,0.0,0.0,0.258,0.015,0.0,0.0,0.0,0.0,0.0,0.306,0.074,0.016,0.006,0.004,0.002,0.0
0.425,0.283,0.091,0.048,0.038,0.035,0.031,0.029,0.028,0.025,0.023,0.007,0.283,0.047,0.006,0.0,0.0,0.0,0.0,0.257,0.018,0.0,0.0,0.0,0.0,0.0,0.312,0.087,0.02,0.007,0.002,0.002,0.0
0.287,0.223,0.09,0.039,0.016,0.012,0.009,0.008,0.007,0.007,0.006,0.008,0.228,0.082,0.021,0.001,0.0,0.0,0.0,0.221,0.061,0.007,0.001,0.0,0.0,0.0,0.248,0.096,0.028,0.006,0.003,0.002,0.0
0.29,0.215,0.069,0.029,0.015,0.012,0.011,0.012,0.011,0.011,0.012,0.008,0.219,0.057,0.01,0.0,0.0,0.0,0.0,0.21,0.035,0.002,0.0,0.0,0.0,0.0,0.244,0.075,0.023,0.004,0.002,0.001,0.0
0.383,0.264,0.087,0.044,0.031,0.031,0.027,0.02,0.015,0.014,0.013,0.009,0.268,0.042,0.004,0.0,0.0,0.0,0.0,0.245,0.018,0.0,0.0,0.0,0.0,0.0,0.287,0.073,0.02,0.006,0.003,0.0,0.0
0.375,0.253,0.076,0.038,0.03,0.029,0.026,0.022,0.02,0.016,0.014,0.008,0.26,0.046,0.005,0.0,0.0,0.0,0.0,0.239,0.022,0.0,0.0,0.0,0.0,0.0,0.285,0.076,0.019,0.005,0.003,0.002,0.0
0.401,0.276,0.083,0.041,0.026,0.025,0.024,0.023,0.021,0.018,0.019,0.009,0.28,0.05,0.005,0.0,0.0,0.0,0.0,0.258,0.024,0.001,0.0,0.0,0.0,0.0,0.306,0.082,0.022,0.004,0.002,0.001,0.0
0.396,0.273,0.081,0.039,0.03,0.03,0.029,0.028,0.027,0.022,0.021,0.008,0.278,0.045,0.004,0.0,0.0,0.0,0.0,0.254,0.019,0.0,0.0,0.0,0.0,0.0,0.302,0.079,0.019,0.006,0.004,0.001,0.001
0.166,0.141,0.075,0.037,0.014,0.009,0.008,0.006,0.007,0.009,0.009,0.008,0.144,0.076,0.032,0.007,0.002,0.001,0.0,0.14,0.061,0.019,0.003,0.0,0.0,0.0,0.15,0.076,0.034,0.009,0.003,0.002,0.0
0.38,0.26,0.074,0.035,0.023,0.023,0.021,0.018,0.017,0.013,0.014,0.008,0.266,0.046,0.004,0.0,0.0,0.0,0.0,0.247,0.022,0.001,0.0,0.0,0.0,0.0,0.292,0.078,0.022,0.005,0.002,0.002,0.001
